frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,profit_margin
1.0,504.0,856.0,2563.589,5.904956523750116e-10,0.9999999994095043,0.04473727841960022,0.05952380952380952,0.0147865311042093,34590.19462494528,36452.909191008155,1822.6454595504078
24.0,344.0,350.0,133.50891666666666,8.61821725095524e-12,0.9999999999913818,0.5277471694164292,2.0930232558139537,1.5652760863975246,138.8997369103965,2782.162217485064,139.1081108742532
25.0,351.0,355.0,138.963536,5.64104318812042e-12,0.999999999994359,0.5462294044706848,2.1367521367521367,1.590522732281452,144.34020900143727,2991.285602155558,149.5642801077779
1.0,449.0,836.0,5204.5058,6.810587649397348e-10,0.9999999993189412,0.04519345335986595,0.06681514476614699,0.021621691406281035,70212.96177434309,75012.84176165874,3750.6420880829373
2.0,846.0,1044.0,6558.67225,2.799913634277118e-10,0.9999999997200086,0.054689017934633176,0.07092198581560283,0.016232967880969652,12212.723726404776,17107.555770645547,855.3777885322775
2.0,876.0,1061.0,6543.274149999999,2.56231036388499e-10,0.999999999743769,0.054263794030890156,0.0684931506849315,0.014229356654041347,12184.053045789258,16894.431421204576,844.7215710602288
1.0,439.0,828.0,7771.2219,6.88667123327491e-10,0.9999999993113329,0.04537853884674655,0.0683371298405467,0.022958590993800147,104834.85140331982,112621.83363888382,5631.091681944192
1.0,100.0,488.0,10475.2232,8.194871448097274e-10,0.9999999991805129,0.05494133707561184,0.3,0.24505866292438816,141308.5520066743,198534.7878854935,9926.739394274677
2.0,863.0,1056.0,9254.36955,2.7024360527150293e-10,0.9999999997297564,0.054388171893274995,0.06952491309385864,0.015136741200583642,17232.010282824896,23965.370190076603,1198.2685095038303
1.0,446.0,840.0,10475.2232,6.976408339909312e-10,0.9999999993023592,0.04510147564446958,0.06726457399103139,0.022163098346561813,141308.5520066743,150554.04504953016,7527.702252476509
1.0,110.0,478.0,5149.2558,7.596110407348533e-10,0.999999999240389,0.05528399040419738,0.2727272727272727,0.21744328232307533,69467.70623088778,98492.02389054227,4924.601194527114
1.0,67.0,458.0,10448.7032,8.447296195868148e-10,0.9999999991552704,0.05598228118842356,0.44776119402985076,0.3917789128414272,140950.82934581576,203561.2170446832,10178.06085223416
2.0,830.0,1023.0,9298.061249999999,2.7324920104376815e-10,0.9999999997267508,0.05522358535779664,0.07228915662650603,0.017065571268709397,17313.36257799436,24563.16323996803,1228.1581619984015
2.0,842.0,1030.0,10690.90835,2.6398727648313525e-10,0.9999999997360127,0.05504423882768288,0.07125890736342043,0.016214668535737546,19906.791270518097,28122.493553593114,1406.1246776796559
2.0,802.0,991.0,7892.3078000000005,2.692206457766133e-10,0.9999999997307794,0.05605856331604224,0.07481296758104738,0.018754404265005145,14695.902749242006,21264.714040331164,1063.2357020165582
1.0,70.0,463.0,5204.528,8.489551284185382e-10,0.9999999991510449,0.055806059928951934,0.42857142857142855,0.3727653686424766,70213.26122543927,100932.33793750609,5046.6168968753045
1.0,133.0,484.0,16269.6888,7.048346351012924e-10,0.9999999992951654,0.055077887436851096,0.22556390977443608,0.17048602233758497,219468.87073538077,309468.7240114774,15473.43620057387
2.0,808.0,961.0,5242.749949999999,2.1088109036782043e-10,0.9999999997891189,0.05686461670033878,0.07425742574257425,0.017392809042235474,9762.526106040114,14394.847500244632,719.7423750122316
2.0,788.0,961.0,6473.10665,2.442068769425987e-10,0.9999999997557931,0.056864616698443796,0.07614213197969542,0.019277515281251628,12053.40381100774,17772.747317905803,888.6373658952903
2.0,905.0,994.0,3245.50655,1.1283307621567928e-10,0.9999999998871669,0.05597921304240411,0.06629834254143648,0.010319129499032367,6043.734330895772,8728.887557319069,436.44437786595347
2.0,864.0,955.0,1780.00585,1.1692491419523776e-10,0.9999999998830751,0.057028617018358714,0.06944444444444445,0.012415827426085733,3315.0273792902344,4906.671196517173,245.33355982585863
2.0,870.0,945.0,3199.3563,9.490164210035346e-11,0.9999999999050984,0.057304063182330424,0.06896551724137931,0.011661454059048885,5957.804308485455,8874.797590858827,443.73987954294137
2.0,905.0,960.0,3046.40765,6.777334249363776e-11,0.9999999999322267,0.05689188455908756,0.06629834254143648,0.009406457982348918,5673.019699038539,8370.175112824638,418.5087556412319
2.0,909.0,946.0,2265.2998,4.4860559711423775e-11,0.9999999999551394,0.05727639889117617,0.066006600660066,0.008730201768889834,4218.626384693036,6280.081082981427,314.0040541490714
1.0,54.0,119.0,55.239,1.0349765489081619e-10,0.9999999998965023,0.07123289077963306,0.5555555555555556,0.4843226647759225,755.5929520747212,1594.182037937742,79.7091018968871
1.0,179.0,305.0,55.239,2.030329238067452e-10,0.9999999997969671,0.061970281849502,0.1675977653631285,0.10562748351362651,755.5929520747212,1272.4067831747388,63.62033915873695
2.0,924.0,965.0,1891.075,4.968270239658068e-11,0.9999999999503173,0.0567558061923946,0.06493506493506493,0.00817925874267033,3521.833941521094,5179.8109718586675,258.9905485929334
2.0,933.0,966.0,1299.0988,3.963029904241466e-11,0.9999999999603697,0.05672866859790903,0.06430868167202572,0.0075800130741166885,2419.5966159947193,3556.4236013933705,177.82118006966854
2.0,936.0,973.0,2734.5436499999996,4.454747681847948e-11,0.9999999999554525,0.056539429650177,0.06410256410256411,0.007563134452387113,5092.340710106286,7451.971101764146,372.5985550882073
1.0,52.0,218.0,60.2888,2.933293608009535e-10,0.9999999997066706,0.06598351620744973,0.576923076923077,0.5109395607156273,823.7086343071297,1531.7235652576462,76.58617826288231
1.0,141.0,205.0,60.2888,9.864087324729098e-11,0.9999999999013591,0.06662826968641997,0.2127659574468085,0.14613768776038855,823.7086343071297,1555.9624717313081,77.79812358656541
2.0,891.0,949.0,4782.5782500000005,7.192224593666197e-11,0.9999999999280778,0.057193566039434415,0.06734006734006734,0.010146501300632924,8905.703781272794,13232.118737601199,661.60593688006
1.0,175.0,207.0,132.5558,4.7259973712243664e-11,0.99999999995274,0.06652825794015163,0.17142857142857143,0.1049003134884198,1798.5028851466607,3389.0705598044187,169.45352799022095
1.0,80.0,199.0,55.239,1.9822832264537738e-10,0.9999999998017717,0.06693011727098656,0.375,0.3080698827290134,755.5929520747212,1437.7950234118625,71.88975117059313
1.0,51.0,82.0,27.614,4.765343675217082e-11,0.9999999999523466,0.07341576113537927,0.5882352941176471,0.5148195329822678,382.96518034707185,850.7958807011056,42.53979403505528
2.0,921.0,966.0,1757.8561,5.475531139609302e-11,0.9999999999452447,0.05672866859705107,0.06514657980456026,0.00841791120750919,3273.785381383768,4811.945725910221,240.59728629551105
1.0,120.0,468.0,7839.8757000000005,7.021243586535775e-10,0.9999999992978756,0.055630944616642516,0.25,0.19436905538335747,105760.9079649356,151331.5432146315,7566.5771607315755
1.0,147.0,483.0,7879.6224,6.610945124663203e-10,0.9999999993389055,0.05511213115023273,0.20408163265306123,0.1489695015028285,106297.04277957912,150023.68507382457,7501.184253691229
1.0,481.0,840.0,13469.508000000002,6.111218198157076e-10,0.9999999993888782,0.04510147564837156,0.062370062370062374,0.017268586721690814,181697.82523534293,193585.89554969053,9679.294777484527
2.0,798.0,961.0,5260.9382000000005,2.2735169302734448e-10,0.9999999997726483,0.056864616699402196,0.07518796992481203,0.01832335322540983,9796.391940571986,14444.782680722556,722.2391340361278
1.0,105.0,451.0,2535.964,7.028260196051406e-10,0.999999999297174,0.056230868972878316,0.28571428571428575,0.22948341674140743,34217.566853217635,49741.06141722453,2487.053070861227
2.0,615.0,917.0,4639.0387,5.110141199082818e-10,0.9999999994889859,0.05808966187756514,0.0975609756097561,0.03947131373219096,8638.438560645242,13102.84631000829,655.1423155004145
2.0,663.0,940.0,6579.921399999999,4.490023908232388e-10,0.9999999995509976,0.057442786455113116,0.09049773755656108,0.03305495110144797,12252.288841126801,18309.74541896825,915.4872709484125
2.0,760.0,939.0,7850.914499999999,2.5642243883794436e-10,0.9999999997435776,0.05747061176190015,0.07894736842105263,0.021476756659152475,14618.829988062227,21860.33454660543,1093.0167273302716
1.0,464.0,806.0,5149.2558,5.797820001873788e-10,0.999999999420218,0.045895429855876836,0.06465517241379311,0.01875974255791627,69467.70623088778,75781.83414190101,3789.091707095051
2.0,761.0,940.0,3941.0433,2.5633473121899897e-10,0.9999999997436653,0.05744278646618046,0.07884362680683311,0.021400840340652656,7338.797489051971,10967.054048984653,548.3527024492327
2.0,735.0,928.0,7236.2749,2.823588030054225e-10,0.9999999997176412,0.05777847871661091,0.08163265306122448,0.023854174344613573,13474.394267729891,20292.49885080132,1014.6249425400661
2.0,131.0,457.0,4571.037,7.290867909404142e-10,0.9999999992709132,0.07497609714298112,0.4580152671755725,0.38303917003259136,8511.821963661703,18443.099899058325,922.1549949529162
2.0,146.0,447.0,7928.7011,6.46481979060809e-10,0.999999999353518,0.0754529203216736,0.410958904109589,0.3355059837879154,14763.66569927121,32290.154423994176,1614.5077211997088
2.0,212.0,457.0,7558.78585,4.732083613845361e-10,0.9999999995267916,0.07497609716216605,0.2830188679245283,0.20804277076236224,14074.897475428055,30496.96554111178,1524.848277055589
1.0,97.0,450.0,13071.8185,7.247269451227112e-10,0.999999999275273,0.05626656184548951,0.30927835051546393,0.2530117886699744,176333.47583355164,256571.08672476516,12828.55433623826
1.0,72.0,437.0,10585.7676,7.68470842515967e-10,0.9999999992315292,0.0567347269514801,0.41666666666666663,0.35993193971518656,142799.66199577725,210342.2008754676,10517.11004377338
1.0,83.0,441.0,10674.1676,7.442475524754855e-10,0.9999999992557524,0.056589848488153516,0.3614457831325301,0.3048559346443766,143992.07086530575,211296.34541083692,10564.817270541847
3.0,706.0,815.0,8050.193933333333,1.5378676110344713e-10,0.9999999998462132,0.0766038764136449,0.1274787535410765,0.05087487712743159,11644.059652019729,25217.960309274193,1260.8980154637097
3.0,757.0,902.0,4580.744466666667,2.0978041526120705e-10,0.9999999997902196,0.07331665721776352,0.11889035667107001,0.045573699453306485,6625.897784057837,13527.79237325014,676.389618662507
3.0,764.0,899.0,4787.2173999999995,1.92601934401182e-10,0.9999999998073981,0.07342530620697772,0.11780104712041885,0.044375740913441125,6924.537268729459,14165.49667092407,708.2748335462036
2.0,179.0,447.0,3181.2508,5.420217608076427e-10,0.9999999994579782,0.07545292032955518,0.335195530726257,0.2597426103967018,5924.092551328127,12956.799989670679,647.839999483534
6.0,406.0,450.0,4199.909833333333,6.568190435984889e-11,0.9999999999343181,0.1514799415418244,0.44334975369458124,0.29186981215275687,4966.409677670634,25253.143819637793,1262.6571909818897
1.0,107.0,322.0,162.3357,3.88008736251777e-10,0.9999999996119913,0.06124243303524533,0.2803738317757009,0.21913139874045556,2200.197646387284,3637.9848554291075,181.8992427714554
6.0,393.0,453.0,5857.945766666667,9.363665398609555e-11,0.9999999999063633,0.1511920314517278,0.4580152671755725,0.30682323572384473,6926.983122502637,35123.44594668475,1756.1722973342376
3.0,706.0,817.0,2349.985133333333,1.5698464750357743e-10,0.9999999998430154,0.07652500128182209,0.1274787535410765,0.0509537522592544,3399.3595304574583,7351.844161701144,367.5922080850572
3.0,804.0,890.0,3982.2211,1.1449619030656777e-10,0.9999999998855038,0.07375319390618805,0.11194029850746269,0.03818710460127464,5760.202184641456,11854.017701372572,592.7008850686286
3.0,680.0,780.0,6821.463466666667,1.4076650955985315e-10,0.9999999998592335,0.07801099472878895,0.1323529411764706,0.054341946447681644,9866.841556448577,21904.535870313888,1095.2267935156945
5.0,394.0,432.0,5532.82564,5.541322956048589e-11,0.9999999999445868,0.13396793034110052,0.38071065989847713,0.2467427295573766,6790.374200741666,30106.258202854893,1505.3129101427448
3.0,670.0,770.0,6334.972466666666,1.4123213709638094e-10,0.9999999998587679,0.07842257345038686,0.13432835820895522,0.05590578475856836,9163.187962769875,20489.13145726798,1024.456572863399
3.0,687.0,785.0,9240.035866666667,1.3729994918776356e-10,0.9999999998627,0.07780682116918722,0.13100436681222707,0.053197545643039856,13365.029931633562,29564.71396575644,1478.235698287822
5.0,375.0,410.0,6119.472319999999,5.1031179282290395e-11,0.9999999999489688,0.13588748062106418,0.4,0.2641125193789359,7510.338791019851,34011.98896925803,1700.5994484629018
3.0,649.0,769.0,7841.422600000001,1.749473899081977e-10,0.9999999998250526,0.07846397030559098,0.13867488443759632,0.06021091413200534,11342.095794605937,25379.53185139816,1268.976592569908
5.0,380.0,414.0,4581.36984,4.938360831374666e-11,0.9999999999506164,0.13553439058541902,0.39473684210526316,0.2592024515198441,5622.696093000899,25364.60358315388,1268.230179157694
4.0,286.0,422.0,6690.7226,2.455537995160739e-10,0.9999999997544462,0.11544643815996192,0.4195804195804196,0.30413398142045767,8706.078997749693,32480.950657483623,1624.0475328741813
1.0,30.0,227.0,23.7465,3.6279224069346583e-10,0.9999999996372078,0.06554440960409061,1.0,0.9344555903959094,330.7972923052009,608.5692566767801,30.428462833839006
1.0,28.0,251.0,92.0577,4.2178083248245457e-10,0.9999999995782192,0.06440153272756133,1.0714285714285714,1.00702703870101,1252.232595112144,2240.003811275096,112.0001905637548
5.0,325.0,425.0,6184.18778,1.7164625276677725e-10,0.9999999998283537,0.13457278724337418,0.46153846153846156,0.3269656742950874,7589.7611098226525,33876.639582550655,1693.8319791275328
2.0,847.0,966.0,9416.1858,1.5737766645429474e-10,0.9999999998426223,0.05672866859122937,0.07083825265643447,0.0141095840652051,17533.306028543568,25771.18140078623,1288.5590700393116
2.0,732.0,972.0,5257.0099,3.663864767133873e-10,0.9999999996336135,0.05656638643151263,0.08196721311475409,0.025400826683241465,9789.077594343427,14334.045901296398,716.70229506482
2.0,753.0,967.0,5191.334199999999,3.1688385249140083e-10,0.9999999996831161,0.0567015569262261,0.0796812749003984,0.022979717974172302,9666.791921507132,14199.67932457308,709.983966228654
2.0,734.0,955.0,8087.561299999999,3.315450136653908e-10,0.999999999668455,0.05702861700611906,0.08174386920980926,0.024715252203690204,15059.457391539556,22289.953361832828,1114.4976680916413
2.0,703.0,945.0,6473.10665,3.7418668163979873e-10,0.9999999996258133,0.05730406316632621,0.08534850640113799,0.028044443234811776,12053.40381100774,17954.85606744644,897.742803372322
2.0,736.0,957.0,7818.9579,3.3130231891220774e-10,0.9999999996686977,0.0569738452284541,0.08152173913043478,0.024547893901980686,14559.328005859372,21522.306222995325,1076.1153111497663
2.0,736.0,954.0,7864.9481,3.2594282828313226e-10,0.9999999996740572,0.057056042405384505,0.08152173913043478,0.02446569672505028,14644.960021214756,21690.24560875594,1084.512280437797
2.0,719.0,944.0,10572.225699999999,3.406215309809113e-10,0.9999999996593785,0.057331754198686566,0.08344923504867871,0.026117480849992145,19685.808658848262,29342.94473850822,1467.147236925411
2.0,677.0,914.0,10653.514949999999,3.6847502826731215e-10,0.999999999631525,0.05817511262149632,0.08862629246676515,0.03045117984526883,19837.166172062553,30148.136515537266,1507.4068257768633
2.0,702.0,932.0,5312.8953,3.519766700321725e-10,0.9999999996480233,0.05766614619492133,0.08547008547008547,0.02780393927516414,9893.134098358238,14860.61839523663,743.0309197618316
2.0,705.0,928.0,6622.76785,3.3875302563046716e-10,0.999999999661247,0.057778478713352455,0.08510638297872342,0.02732790426537096,12332.067312721269,18572.149268438385,928.6074634219193
2.0,688.0,912.0,3941.0433,3.427556016788458e-10,0.9999999996572444,0.058232219583052726,0.0872093023255814,0.02897708274252867,7338.797489051971,11167.954456935635,558.3977228467818
2.0,700.0,942.0,5337.77995,3.746167820395385e-10,0.9999999996253832,0.057387216622060026,0.08571428571428572,0.02832706909222569,9939.468376767842,14834.41951217265,741.7209756086326
2.0,684.0,926.0,13304.609,3.7693070886746227e-10,0.9999999996230693,0.057834809246131325,0.08771929824561403,0.029884488999482706,24773.403161642345,37357.23177451307,1867.8615887256537
2.0,685.0,926.0,12056.92585,3.748905630374111e-10,0.9999999996251094,0.05783480924624947,0.0875912408759124,0.029756431629662926,22450.264261192762,33854.03773345762,1692.701886672881
2.0,294.0,304.0,112.08024999999999,1.3998358028288749e-11,0.9999999999860016,0.08300133291024815,0.20408163265306123,0.12108029974281308,209.4129094501063,529.1669205826184,26.458346029130922
2.0,692.0,916.0,5239.1807,3.4223979206160493e-10,0.9999999996577602,0.058118117560114944,0.08670520231213873,0.028587084752023782,9755.88029735028,14807.446012760425,740.3723006380213
2.0,690.0,922.0,6665.9954,3.57294638320127e-10,0.9999999996427054,0.05794780047426761,0.08695652173913043,0.02900872126486282,12412.55537812163,18766.26666687175,938.3133333435876
2.0,721.0,912.0,3941.0433,2.803202114876058e-10,0.9999999997196798,0.05823221958668848,0.08321775312066575,0.02498553353397727,7338.797489051971,11167.95446337129,558.3977231685645
2.0,740.0,927.0,5239.1807,2.716520342005424e-10,0.999999999728348,0.05780663026169485,0.08108108108108109,0.023274450819386235,9755.88029735028,14701.918803642026,735.0959401821013
2.0,283.0,329.0,30.359900000000003,6.756684101105748e-11,0.9999999999324332,0.08157461349529485,0.21201413427561838,0.13043952078032353,57.25270431841479,140.84699244960774,7.042349622480387
2.0,710.0,921.0,7832.2179,3.1651592458104005e-10,0.9999999996834841,0.05797611730137606,0.08450704225352113,0.02653092495214507,14584.017625030681,22063.593116091964,1103.1796558045983
2.0,730.0,929.0,3975.8508,2.932112330711334e-10,0.9999999997067888,0.057750354577497665,0.0821917808219178,0.02444142624442014,7403.607739376663,11142.652438221337,557.1326219110668
2.0,91.0,251.0,87.21775,2.9482372099209897e-10,0.9999999997051763,0.08619738228418847,0.6593406593406594,0.573143277056471,163.11987350389853,437.3712631476943,21.868563157384717
2.0,155.0,181.0,42.398950000000006,3.881228671787085e-11,0.9999999999611877,0.09081601054676919,0.3870967741935484,0.2962807636467792,79.668960704868,232.36517806557436,11.618258903278718
2.0,744.0,904.0,2679.4427,2.2661050813610473e-10,0.9999999997733895,0.058461773018168066,0.08064516129032259,0.022183388272154526,4989.74482236289,7633.190069753014,381.6595034876507
1.0,396.0,737.0,2535.964,5.954012838316203e-10,0.9999999994045987,0.04759580014562405,0.07575757575757576,0.02816177561195171,34217.566853217635,39230.62232500317,1961.5311162501584
2.0,823.0,917.0,6616.3036,1.2254508519049523e-10,0.9999999998774549,0.05808966190013132,0.07290400972053462,0.014814347820403306,12320.031123375255,18687.112698558813,934.3556349279406
2.0,170.0,419.0,7396.8756,4.943863096684709e-10,0.9999999995056137,0.07682087531682939,0.3529411764705882,0.2761203011537588,13773.426705259752,30938.926878886326,1546.9463439443164
2.0,212.0,399.0,4746.9807,3.364752920731462e-10,0.9999999996635247,0.07782875291822824,0.2830188679245283,0.20519011500630005,8839.4224876882,20246.8405003678,1012.3420250183901
2.0,450.0,732.0,3542.55825,5.041174144793104e-10,0.9999999994958826,0.06387545723801934,0.13333333333333333,0.069457876095314,6596.833376686907,11378.853481901408,568.9426740950704
2.0,733.0,873.0,5268.6842,1.9547563567812176e-10,0.9999999998045244,0.05936865199663326,0.08185538881309687,0.022486736816463612,9810.814700006447,15320.703025529867,766.0351512764934
2.0,209.0,402.0,2900.5974,3.5035929712989855e-10,0.9999999996496407,0.07767588863310038,0.28708133971291866,0.20940545107981828,5401.526520775069,12335.841611116348,616.7920805558174
2.0,453.0,757.0,4526.57725,5.549241066660215e-10,0.9999999994450759,0.06302713651025911,0.13245033112582782,0.06942319461556871,8429.039588401394,14274.582229655587,713.7291114827794
2.0,729.0,867.0,6681.692,1.925877235464668e-10,0.9999999998074123,0.05954743654385863,0.0823045267489712,0.022757090205112566,12441.781854462835,19507.83858340994,975.391929170497
2.0,672.0,823.0,5210.450699999999,2.1736012989492792e-10,0.9999999997826399,0.060892168281563325,0.08928571428571427,0.02839354600415095,9702.386122479105,15677.649533064043,783.8824766532022
2.0,701.0,823.0,7858.7379,1.6932499846689097e-10,0.999999999830675,0.06089216828448814,0.08559201141226819,0.02469984312778005,14633.396863373304,23645.44811022597,1182.2724055112985
2.0,670.0,813.0,7995.846299999999,2.0445645176891958e-10,0.9999999997955435,0.06120630308729718,0.08955223880597014,0.028345935718672964,14888.687525604655,24226.2564207648,1211.31282103824
1.0,374.0,717.0,5204.5058,6.058240575868012e-10,0.9999999993941759,0.0481124694002379,0.08021390374331551,0.032101434343077606,70212.96177434309,81706.87053653575,4085.3435268267876
2.0,668.0,806.0,4611.4137,1.9652124372271373e-10,0.9999999998034788,0.061428132931765835,0.08982035928143713,0.02839222634967129,8587.001854038344,14041.17093953808,702.058546976904
2.0,647.0,767.0,3949.0711,1.691904394363064e-10,0.9999999998308096,0.06269408410315663,0.09273570324574962,0.030041619142592985,7353.74494944288,12363.555769292961,618.1777884646481
2.0,706.0,790.0,7298.30415,1.1238143748926177e-10,0.9999999998876186,0.06194126105169112,0.08498583569405099,0.023044574642359872,13589.890388392187,22474.510499414533,1123.7255249707266
15.0,315.0,334.0,96.98222000000001,2.915445662665661e-11,0.9999999999708455,0.3485266260360652,1.4285714285714284,1.080044802535363,103.4174110026544,1348.17568361863,67.4087841809315
1.0,84.0,297.0,270.261,3.879649934646068e-10,0.999999999612035,0.062318818939900766,0.3571428571428571,0.29482403820295633,3655.979150533459,6210.528360908673,310.5264180454337
15.0,344.0,362.0,107.2963,2.7175817152169657e-11,0.9999999999728242,0.34196572276154746,1.308139534883721,0.9661738121221736,114.410000807693,1448.7991687184697,72.43995843592349
14.0,301.0,307.0,147.99192142857143,8.554268404736831e-12,0.9999999999914457,0.3341523911717389,1.3953488372093024,1.0611964460375636,158.53164804272168,1994.1738742763212,99.70869371381606
15.0,362.0,363.0,236.06784666666667,1.3635759188446173e-12,0.9999999999986364,0.34173597022281005,1.2430939226519337,0.9013579524291238,251.65275935397653,3183.4811947434555,159.1740597371728
1.0,196.0,247.0,2.5305,7.617262376413692e-11,0.9999999999238274,0.06458923638704171,0.1530612244897959,0.08847198810275418,44.61916361836623,80.18484752786445,4.009242376393223
1.0,2.0,272.0,140.1582,5.423030913220828e-10,0.9999999994576969,0.06343371847064282,15.0,14.936566281529357,1901.0500479261095,3320.2396105999937,166.0119805299997
15.0,305.0,340.0,152.7022,5.929501334378529e-11,0.999999999940705,0.34709961146192714,1.4754098360655736,1.1283102246036465,162.80291936452036,2109.0272006073446,105.45136003036724
14.0,320.0,326.0,108.26875,8.504308368628699e-12,0.9999999999914957,0.32977809272607395,1.3125,0.982721907273926,115.99542116521233,1429.6953105132309,71.48476552566154
15.0,337.0,345.0,102.99194000000001,1.1433076707589862e-11,0.9999999999885669,0.34591932881814197,1.3353115727002969,0.989392243882155,109.82247929794944,1415.2948846113848,70.76474423056924
1.0,12.0,271.0,2.5305,5.117826162859274e-10,0.9999999994882174,0.06347914479520088,2.5,2.436520855204799,44.61916361836623,78.01648301774866,3.900824150887433
4.0,289.0,322.0,200.14045,4.873479397815572e-11,0.9999999999512652,0.12342251481032436,0.4152249134948097,0.2918023986844854,260.67137665010085,1076.1465724360821,53.80732862180411
1.0,598.0,881.0,7796.7474,4.3679970751497876e-10,0.9999999995632003,0.044179848685118955,0.05016722408026756,0.0059873753951486045,105179.15946439617,108992.69393268165,5449.6346966340825
1.0,640.0,866.0,10330.7336,3.310640650511232e-10,0.9999999996689359,0.0445126270309731,0.046875,0.002362372969026902,139359.56240718762,145873.5582412714,7293.677912063571
1.0,58.0,216.0,2.5305,2.762257089727882e-10,0.9999999997237743,0.06608189563511467,0.5172413793103449,0.4511594836752302,44.61916361836623,83.17068762440891,4.158534381220446
1.0,15.0,93.0,318.0632,1.2782264136035337e-10,0.9999999998721774,0.07275295128602903,2.0,1.927247048713971,4300.772897852172,9406.469866471833,470.32349332359166
13.0,304.0,321.0,160.2633153846154,2.556954648014198e-11,0.9999999999744305,0.3101770582453084,1.2828947368421053,0.9727176785967969,172.61695013395516,1996.373733128489,99.81868665642446
14.0,331.0,340.0,132.12725,1.2920109426772797e-11,0.9999999999870799,0.3266275089608433,1.2688821752265862,0.942254666265743,141.54349631781992,1719.0519101813898,85.9525955090695
1.0,247.0,329.0,140.1582,1.238205094011846e-10,0.9999999998761795,0.06094767615803268,0.12145748987854252,0.060509813720509835,1901.0500479261095,3120.0784046636986,156.00392023318494
1.0,517.0,878.0,7657.5507,6.058333834602081e-10,0.9999999993941666,0.04424600569133534,0.058027079303675046,0.013781073612339705,103301.56467153311,107261.90312434522,5363.095156217261
1.0,50.0,153.0,2.5305,1.7090218129567347e-10,0.9999999998290978,0.06933841209881665,0.6,0.5306615879011833,44.61916361836623,89.97992982013602,4.498996491006801
1.0,535.0,875.0,7814.3832,5.584968043592653e-10,0.9999999994415032,0.044312361137594014,0.056074766355140186,0.011762405217546172,105417.0450338671,109678.64973552251,5483.932486776126
1.0,267.0,355.0,82.411,1.3265588627575653e-10,0.9999999998673441,0.05987726943103784,0.11235955056179775,0.05248228113075991,1122.110302785443,1792.3644036335668,89.61822018167834
1.0,526.0,869.0,13157.456,5.666651592406424e-10,0.9999999994333348,0.04444567089875609,0.057034220532319393,0.012588549633563303,177488.62192590736,185409.6647744948,9270.48323872474
1.0,499.0,857.0,13071.8185,6.042659705940423e-10,0.999999999395734,0.04471471128877272,0.06012024048096192,0.015405529192189203,176333.47583355164,185703.08596959375,9285.154298479689
15.0,336.0,365.0,63.701073333333326,4.6804116138332574e-11,0.9999999999531959,0.3412773900364369,1.3392857142857144,0.9980083242492774,67.94687038749585,857.7963456418299,42.8898172820915
1.0,528.0,882.0,5076.9888,5.885933962446188e-10,0.9999999994114066,0.044157840282415234,0.05681818181818182,0.01266034153576659,68492.91198004826,70928.92964650887,3546.446482325444
1.0,266.0,298.0,140.1582,4.591416136179305e-11,0.9999999999540858,0.062275037570224824,0.11278195488721804,0.050506917316993215,1901.0500479261095,3225.843071532366,161.29215357661832
1.0,241.0,259.0,38.675,2.5695889860344323e-11,0.9999999999743041,0.064029379493723,0.12448132780082988,0.06045194830710687,532.1646657074167,943.2420456693242,47.16210228346621
1.0,515.0,863.0,7761.939899999999,5.795122159923949e-10,0.9999999994204878,0.044579785180943396,0.058252427184466014,0.013672642003522618,104709.64847201933,109826.26953976552,5491.313476988276
1.0,560.0,879.0,12933.6935,5.115812218292604e-10,0.9999999994884188,0.04422393135377702,0.05357142857142857,0.009347497217651546,174470.3369749134,181037.9828766497,9051.899143832487
1.0,544.0,857.0,10330.7336,5.032174676955492e-10,0.9999999994967825,0.04471471129329113,0.05514705882352941,0.010432347530238278,139359.56240718762,146764.53634765762,7338.226817382882
1.0,550.0,860.0,2535.964,4.962092958749054e-10,0.9999999995037907,0.04464714630085066,0.05454545454545454,0.00989830824460388,34217.566853217635,35962.524432067614,1798.1262216033808
1.0,532.0,865.0,5120.5038,5.451592510752334e-10,0.9999999994548407,0.04453499058119459,0.05639097744360902,0.01185598686241443,69079.87659495247,72357.6410580805,3617.882052904025
1.0,549.0,858.0,13367.5165,4.94480678625564e-10,0.9999999995055193,0.04469216691937298,0.0546448087431694,0.009952641823796418,180322.0835021244,189774.84011613275,9488.742005806638
1.0,555.0,868.0,10519.2024,5.009954673340644e-10,0.9999999994990045,0.04446796721641585,0.05405405405405406,0.00958608683763821,141901.77811702233,148334.48973922714,7416.724486961357
1.0,579.0,869.0,10585.7676,4.5293813144553496e-10,0.9999999995470619,0.04444567090381071,0.05181347150259067,0.007367800598779957,142799.66199577725,149172.5903414413,7458.629517072066
1.0,100.0,422.0,10559.2032,6.42314423870971e-10,0.9999999993576856,0.05728469208902588,0.3,0.24271530791097412,142441.34043272634,212844.9201824871,10642.246009124356
2.0,215.0,399.0,3209.9808,3.2938296534723577e-10,0.999999999670617,0.07782875291878014,0.27906976744186046,0.20124101452308032,5977.586726199301,13691.759297838169,684.5879648919085
2.0,710.0,788.0,8162.1488,1.0364975544518984e-10,0.9999999998963502,0.06200600545997349,0.08450704225352113,0.022501036793547632,15198.33649937818,25170.29662992599,1258.5148314962996
