Customer ID,Recency,Frequency,Monetary,Cluster,Labels
13164,212,1.0,444.0332,0,Lost/Needed Attention Customers
13165,79,2.0,4974.2155999999995,1,Top/Best Customers
13166,312,1.0,159.0538,0,Lost/Needed Attention Customers
13167,83,1.0,140.1582,2,Current Customer
13168,124,1.0,248.55870000000002,2,Current Customer
13169,105,2.0,291.6538,1,Top/Best Customers
13170,279,2.0,500.43240000000003,1,Top/Best Customers
13171,236,2.0,291.6538,1,Top/Best Customers
13172,20,2.0,186.2368,2,Current Customer
13173,284,2.0,13091.335799999999,1,Top/Best Customers
13174,294,2.0,10290.249000000002,1,Top/Best Customers
13175,1,3.5,1039.3854,1,Top/Best Customers
13176,282,2.0,10357.452500000001,1,Top/Best Customers
13177,282,2.0,7531.130400000001,1,Top/Best Customers
13178,287,2.0,7531.1304,1,Top/Best Customers
13179,46,3.5,606.0594,1,Top/Best Customers
13180,155,2.0,402.6399,1,Top/Best Customers
13181,87,2.0,410.97180000000003,1,Top/Best Customers
13182,53,2.0,335.6992,1,Top/Best Customers
13183,306,2.0,300.49379999999996,1,Top/Best Customers
13184,56,2.0,576.6332,1,Top/Best Customers
13185,191,3.5,413.64590000000004,1,Top/Best Customers
13186,264,1.0,24.2879,0,Lost/Needed Attention Customers
13187,273,1.0,66.1454,0,Lost/Needed Attention Customers
13188,108,1.0,125.9038,2,Current Customer
13189,289,2.0,7832.140600000001,1,Top/Best Customers
13190,274,2.0,4974.2155999999995,1,Top/Best Customers
13191,151,1.0,102.6988,2,Current Customer
13192,80,1.0,125.9038,2,Current Customer
13193,206,1.0,159.0538,0,Lost/Needed Attention Customers
13194,131,1.0,125.9038,2,Current Customer
13195,294,1.0,159.0538,0,Lost/Needed Attention Customers
13196,112,1.0,125.9038,2,Current Customer
13197,79,3.0,393.1815,1,Top/Best Customers
13198,122,3.0,254.03959999999998,1,Top/Best Customers
13199,113,3.0,304.5271,1,Top/Best Customers
13200,79,1.0,53.6368,2,Current Customer
13201,53,3.0,261.65319999999997,1,Top/Best Customers
13202,298,2.0,10290.249000000002,1,Top/Best Customers
13203,297,2.0,10068.177300000001,1,Top/Best Customers
13204,85,1.0,313.7758,2,Current Customer
13205,282,2.0,10523.202500000001,1,Top/Best Customers
13206,148,3.0,817.8217000000001,1,Top/Best Customers
13207,114,1.0,188.9108,2,Current Customer
13208,292,2.0,13175.169399999999,1,Top/Best Customers
13209,150,1.0,2563.589,2,Current Customer
13210,79,2.0,4974.2155999999995,1,Top/Best Customers
13211,9,1.0,68.4438,2,Current Customer
13212,81,2.0,10310.039700000001,1,Top/Best Customers
13213,326,1.0,24.2879,0,Lost/Needed Attention Customers
13214,81,2.0,4974.2155999999995,1,Top/Best Customers
13215,169,1.0,318.0192,0,Lost/Needed Attention Customers
13216,265,1.0,319.7649,0,Lost/Needed Attention Customers
13217,133,1.0,7796.7474,2,Current Customer
13218,87,1.0,188.9108,2,Current Customer
13219,115,1.0,24.2879,2,Current Customer
13220,302,2.0,10701.3423,1,Top/Best Customers
13221,279,2.0,10496.6492,1,Top/Best Customers
13222,83,3.0,565.4397,1,Top/Best Customers
13223,95,1.0,125.9038,2,Current Customer
13224,250,2.0,10215.694800000001,1,Top/Best Customers
13225,61,2.0,7542.865400000001,1,Top/Best Customers
13226,64,2.0,10310.039700000001,1,Top/Best Customers
13227,289,1.0,159.0538,0,Lost/Needed Attention Customers
13228,186,1.0,125.9038,0,Lost/Needed Attention Customers
13229,209,1.0,24.2879,0,Lost/Needed Attention Customers
13230,264,2.0,10861.3325,1,Top/Best Customers
13231,133,3.5,1021.7275,1,Top/Best Customers
13232,143,1.0,24.2879,2,Current Customer
13233,86,2.0,13044.9258,1,Top/Best Customers
13234,362,1.0,122.5224,0,Lost/Needed Attention Customers
13235,344,1.0,125.9038,0,Lost/Needed Attention Customers
13236,100,1.0,24.2879,2,Current Customer
13237,272,2.0,10151.052300000001,1,Top/Best Customers
13238,245,2.0,7559.8824,1,Top/Best Customers
13239,38,3.5,671.4094,1,Top/Best Customers
13240,150,1.0,24.2879,2,Current Customer
13241,146,1.0,7710.557400000001,2,Current Customer
13242,111,1.0,125.9038,2,Current Customer
13243,246,2.0,7559.8824,1,Top/Best Customers
13244,110,1.0,270.0399,2,Current Customer
13245,205,1.0,102.6988,0,Lost/Needed Attention Customers
13246,67,2.0,13175.125,1,Top/Best Customers
13247,72,2.0,10257.099,1,Top/Best Customers
13248,83,2.0,10068.177300000001,1,Top/Best Customers
13249,191,2.0,13202.4958,1,Top/Best Customers
13250,267,2.0,4974.2155999999995,1,Top/Best Customers
13251,266,3.0,14397.130924999998,1,Top/Best Customers
13252,255,3.0,12784.2971,1,Top/Best Customers
13253,246,3.0,14397.130924999998,1,Top/Best Customers
13254,257,3.0,14397.130924999998,1,Top/Best Customers
13255,57,3.5,14397.130924999998,1,Top/Best Customers
13256,34,3.5,14397.130924999998,1,Top/Best Customers
13257,53,3.5,14397.130924999998,1,Top/Best Customers
13258,45,3.5,14397.130924999998,1,Top/Best Customers
13259,71,3.5,14397.130924999998,1,Top/Best Customers
13260,168,3.5,14397.130924999998,1,Top/Best Customers
13261,120,3.5,13127.974900000001,1,Top/Best Customers
13262,125,2.0,354.5172,1,Top/Best Customers
13263,206,3.5,14397.130924999998,1,Top/Best Customers
13264,113,3.5,14397.130924999998,1,Top/Best Customers
13265,84,3.5,14397.130924999998,1,Top/Best Customers
13266,314,1.0,66.1454,0,Lost/Needed Attention Customers
13267,22,3.5,353.4343,1,Top/Best Customers
13268,147,3.5,1044.535,1,Top/Best Customers
13269,64,2.0,10121.184000000001,1,Top/Best Customers
13270,123,1.0,13232.099,2,Current Customer
13271,135,1.0,2563.589,2,Current Customer
13272,91,1.0,270.0399,2,Current Customer
13273,259,2.0,10618.4673,1,Top/Best Customers
13274,264,2.0,14397.130924999998,1,Top/Best Customers
13275,352,1.0,24.2879,0,Lost/Needed Attention Customers
13276,55,1.0,24.2879,2,Current Customer
13277,272,2.0,7531.130400000001,1,Top/Best Customers
13278,268,2.0,10356.549,1,Top/Best Customers
13279,250,2.0,10207.374,1,Top/Best Customers
13280,270,2.0,10290.249000000002,1,Top/Best Customers
13281,18,1.0,24.2879,2,Current Customer
13282,62,1.0,125.9038,2,Current Customer
13283,257,2.0,7531.1304,1,Top/Best Customers
13284,210,2.0,13160.0308,1,Top/Best Customers
13285,94,3.0,1037.0095999999999,1,Top/Best Customers
13286,247,2.0,10151.0523,1,Top/Best Customers
13287,256,2.0,5263.4908,1,Top/Best Customers
13288,252,2.0,14397.130924999998,1,Top/Best Customers
13289,13,3.0,167.38569999999999,2,Current Customer
13290,73,3.0,355.46760000000006,1,Top/Best Customers
13291,248,1.0,270.0399,0,Lost/Needed Attention Customers
13292,247,2.0,7487.615400000001,1,Top/Best Customers
13293,192,1.0,24.2879,0,Lost/Needed Attention Customers
13294,114,1.0,384.3192,2,Current Customer
13295,5,1.0,159.0538,2,Current Customer
13296,307,1.0,24.2879,0,Lost/Needed Attention Customers
13297,186,1.0,24.2879,0,Lost/Needed Attention Customers
13298,255,2.0,7559.8824,1,Top/Best Customers
13299,271,2.0,14397.130924999998,1,Top/Best Customers
13300,151,1.0,203.0992,2,Current Customer
13301,135,1.0,221.9724,2,Current Customer
13302,333,1.0,125.9038,0,Lost/Needed Attention Customers
13303,144,3.0,182.093,1,Top/Best Customers
13304,250,2.0,13155.425799999999,1,Top/Best Customers
13305,269,1.0,159.0538,0,Lost/Needed Attention Customers
13306,43,1.0,159.0538,2,Current Customer
13307,238,1.0,270.0399,0,Lost/Needed Attention Customers
13308,276,1.0,66.1454,0,Lost/Needed Attention Customers
13309,284,1.0,24.2879,0,Lost/Needed Attention Customers
13310,321,1.0,66.1454,0,Lost/Needed Attention Customers
13311,34,1.0,66.1454,2,Current Customer
13312,190,1.0,268.3824,0,Lost/Needed Attention Customers
13313,321,1.0,170.1038,0,Lost/Needed Attention Customers
13314,256,2.0,14397.130924999998,1,Top/Best Customers
13315,269,2.0,10233.927300000001,1,Top/Best Customers
13316,262,2.0,12996.394199999999,1,Top/Best Customers
13317,66,1.0,125.9038,2,Current Customer
13318,117,3.5,710.2722000000001,1,Top/Best Customers
13319,252,2.0,14397.130924999998,1,Top/Best Customers
13320,336,1.0,24.2879,0,Lost/Needed Attention Customers
13321,29,1.0,318.0192,2,Current Customer
13322,264,1.0,188.9108,0,Lost/Needed Attention Customers
13323,46,1.0,313.7758,2,Current Customer
13324,264,2.0,14397.130924999998,1,Top/Best Customers
13325,246,2.0,10290.249,1,Top/Best Customers
13326,253,2.0,7559.9046,1,Top/Best Customers
13327,192,1.0,68.4438,0,Lost/Needed Attention Customers
13328,205,2.0,14397.130924999998,1,Top/Best Customers
13329,250,2.0,13148.605,1,Top/Best Customers
13330,140,3.0,287.17850000000004,1,Top/Best Customers
13331,200,1.0,218.6574,0,Lost/Needed Attention Customers
13332,103,1.0,125.9038,2,Current Customer
13333,126,1.0,24.2879,2,Current Customer
13334,181,1.0,318.0192,0,Lost/Needed Attention Customers
13335,59,1.0,159.0538,2,Current Customer
13336,295,1.0,354.5724,0,Lost/Needed Attention Customers
13337,236,1.0,399.9658,0,Lost/Needed Attention Customers
13338,2,1.0,673.7185,2,Current Customer
13339,353,1.0,68.4438,0,Lost/Needed Attention Customers
13340,253,2.0,12863.749800000001,1,Top/Best Customers
13341,347,1.0,313.7758,0,Lost/Needed Attention Customers
13342,82,1.0,106.8093,2,Current Customer
13343,188,2.0,14397.130924999998,1,Top/Best Customers
13344,271,1.0,268.3824,0,Lost/Needed Attention Customers
13345,203,2.0,14397.130924999998,1,Top/Best Customers
13346,271,2.0,7531.130400000001,1,Top/Best Customers
13347,237,1.0,159.0538,0,Lost/Needed Attention Customers
13348,250,2.0,14397.130924999998,1,Top/Best Customers
13349,349,1.0,24.2879,0,Lost/Needed Attention Customers
13351,265,2.0,4946.5905999999995,1,Top/Best Customers
13352,221,1.0,125.9038,0,Lost/Needed Attention Customers
13353,89,2.0,14397.130924999998,1,Top/Best Customers
13354,264,2.0,7531.130400000001,1,Top/Best Customers
13355,245,2.0,10290.282299999999,1,Top/Best Customers
13356,104,1.0,68.4438,2,Current Customer
13357,66,2.0,12851.8602,1,Top/Best Customers
13358,130,1.0,13187.843499999999,2,Current Customer
13359,82,2.0,10553.194800000001,1,Top/Best Customers
13360,358,1.0,125.9038,0,Lost/Needed Attention Customers
13361,81,2.0,7832.140600000001,1,Top/Best Customers
13362,66,2.0,4946.5905999999995,1,Top/Best Customers
13363,334,1.0,159.0538,0,Lost/Needed Attention Customers
13364,258,1.0,125.9038,0,Lost/Needed Attention Customers
13365,139,1.0,53.6368,2,Current Customer
13366,209,2.0,10495.3784,1,Top/Best Customers
13367,270,2.0,10151.052300000001,1,Top/Best Customers
13368,94,1.0,159.0538,2,Current Customer
13369,246,2.0,10440.3605,1,Top/Best Customers
13370,71,1.0,5149.278,2,Current Customer
13371,175,1.0,159.0538,0,Lost/Needed Attention Customers
13372,358,1.0,170.1038,0,Lost/Needed Attention Customers
13373,303,1.0,318.0192,0,Lost/Needed Attention Customers
13374,107,1.0,125.9038,2,Current Customer
13375,56,1.0,159.0538,2,Current Customer
13376,124,1.0,68.4438,2,Current Customer
13377,272,1.0,2563.589,0,Lost/Needed Attention Customers
13378,271,2.0,14397.130924999998,1,Top/Best Customers
13379,195,1.0,53.6368,0,Lost/Needed Attention Customers
13380,71,2.0,10579.524200000002,1,Top/Best Customers
13381,188,1.0,159.0538,0,Lost/Needed Attention Customers
13382,250,2.0,10181.8485,1,Top/Best Customers
13383,86,2.0,7559.8824,1,Top/Best Customers
13384,69,2.0,10339.974,1,Top/Best Customers
13385,76,2.0,14397.130924999998,1,Top/Best Customers
13386,118,1.0,281.64239999999995,2,Current Customer
13387,87,1.0,10330.7336,2,Current Customer
13388,329,1.0,354.5724,0,Lost/Needed Attention Customers
13389,59,1.0,512.4992,2,Current Customer
13390,29,1.0,552.1685,2,Current Customer
13391,118,1.0,7974.1332,2,Current Customer
13392,80,1.0,125.9038,2,Current Customer
13393,263,1.0,7796.7474,0,Lost/Needed Attention Customers
13394,261,1.0,10249.8032,0,Lost/Needed Attention Customers
13395,194,1.0,24.2879,0,Lost/Needed Attention Customers
13396,244,1.0,10441.2336,0,Lost/Needed Attention Customers
13397,77,1.0,14397.130924999998,2,Current Customer
13398,68,1.0,5132.2388,2,Current Customer
13399,81,1.0,2535.964,2,Current Customer
13400,82,2.0,14397.130924999998,1,Top/Best Customers
13401,68,2.0,7904.429800000001,1,Top/Best Customers
13402,91,2.0,7893.357599999999,1,Top/Best Customers
13403,259,2.0,10356.549,1,Top/Best Customers
13404,246,3.0,14397.130924999998,1,Top/Best Customers
13405,188,3.5,14397.130924999998,1,Top/Best Customers
13406,72,3.5,14397.130924999998,1,Top/Best Customers
13407,248,3.0,14397.130924999998,1,Top/Best Customers
13408,246,3.0,14397.130924999998,1,Top/Best Customers
13409,98,1.0,601.949,2,Current Customer
13410,235,1.0,33.1058,0,Lost/Needed Attention Customers
13411,243,3.0,12782.087099999999,1,Top/Best Customers
13412,39,2.0,130.1692,2,Current Customer
13413,89,1.0,125.9038,2,Current Customer
13414,267,1.0,2563.589,0,Lost/Needed Attention Customers
13415,247,1.0,7710.557400000001,0,Lost/Needed Attention Customers
13416,324,1.0,354.5724,0,Lost/Needed Attention Customers
13417,271,1.0,10475.2676,0,Lost/Needed Attention Customers
13418,167,2.0,10537.3906,1,Top/Best Customers
13419,269,2.0,4946.5905999999995,1,Top/Best Customers
13420,269,2.0,7904.4076000000005,1,Top/Best Customers
13421,276,1.0,53.6368,0,Lost/Needed Attention Customers
13422,257,1.0,270.0399,0,Lost/Needed Attention Customers
13423,1,3.0,647.1986,1,Top/Best Customers
13424,249,2.0,13148.605,1,Top/Best Customers
13425,248,2.0,10546.3742,1,Top/Best Customers
13426,264,2.0,7531.130400000001,1,Top/Best Customers
13427,252,1.0,2535.964,0,Lost/Needed Attention Customers
13428,262,1.0,5120.5038,0,Lost/Needed Attention Customers
13429,231,2.0,10384.759800000002,1,Top/Best Customers
13430,312,1.0,68.4438,0,Lost/Needed Attention Customers
13431,229,2.0,14397.130924999998,1,Top/Best Customers
13432,307,1.0,125.9038,0,Lost/Needed Attention Customers
13433,232,2.0,10207.374000000002,1,Top/Best Customers
13434,107,1.0,5204.528,2,Current Customer
13435,226,2.0,13285.669399999999,1,Top/Best Customers
13436,238,2.0,7531.130400000001,1,Top/Best Customers
13437,332,1.0,268.3824,0,Lost/Needed Attention Customers
13438,231,2.0,4974.2155999999995,1,Top/Best Customers
13439,255,1.0,125.9038,0,Lost/Needed Attention Customers
13440,175,2.0,13279.370800000002,1,Top/Best Customers
13441,60,1.0,102.6988,2,Current Customer
13442,222,2.0,10098.9735,1,Top/Best Customers
13443,230,2.0,7615.1324,1,Top/Best Customers
13444,199,1.0,125.9038,0,Lost/Needed Attention Customers
13445,75,1.0,167.8938,2,Current Customer
13446,223,2.0,7615.154600000001,1,Top/Best Customers
13447,225,2.0,10207.374000000002,1,Top/Best Customers
13448,241,1.0,24.2879,0,Lost/Needed Attention Customers
13449,229,2.0,12775.3498,1,Top/Best Customers
13450,235,2.0,7849.1576000000005,1,Top/Best Customers
13451,102,1.0,24.2879,2,Current Customer
13452,242,2.0,13117.621,1,Top/Best Customers
13453,225,2.0,12996.394199999999,1,Top/Best Customers
13454,228,1.0,7771.2219,0,Lost/Needed Attention Customers
13455,232,1.0,7789.9848,0,Lost/Needed Attention Customers
13456,243,2.0,13022.825799999999,1,Top/Best Customers
13457,176,1.0,125.9038,0,Lost/Needed Attention Customers
13458,355,1.0,198.5024,0,Lost/Needed Attention Customers
13459,78,1.0,125.9038,2,Current Customer
13460,176,2.0,10485.499899999999,1,Top/Best Customers
13461,227,2.0,4946.5905999999995,1,Top/Best Customers
13462,54,2.0,12914.535800000001,1,Top/Best Customers
13463,76,1.0,354.5724,2,Current Customer
13464,226,2.0,4974.2155999999995,1,Top/Best Customers
13465,68,1.0,167.8938,2,Current Customer
13466,43,3.0,376.1202,1,Top/Best Customers
13467,263,1.0,24.2879,0,Lost/Needed Attention Customers
13468,223,2.0,14397.130924999998,1,Top/Best Customers
13469,12,1.0,159.0538,2,Current Customer
13470,39,1.0,125.9038,2,Current Customer
13471,253,1.0,68.4438,0,Lost/Needed Attention Customers
13472,218,1.0,11133.8916,0,Lost/Needed Attention Customers
13473,233,1.0,10249.8032,0,Lost/Needed Attention Customers
13474,99,3.5,1539.2100999999998,1,Top/Best Customers
13475,49,1.0,125.9038,2,Current Customer
13476,225,1.0,167.8938,0,Lost/Needed Attention Customers
13477,215,2.0,7559.8824,1,Top/Best Customers
13478,238,2.0,13550.8694,1,Top/Best Customers
13479,158,1.0,167.8938,0,Lost/Needed Attention Customers
13480,253,1.0,270.0399,0,Lost/Needed Attention Customers
13481,18,1.0,68.4438,2,Current Customer
13482,52,2.0,10098.9735,1,Top/Best Customers
13483,191,1.0,125.9038,0,Lost/Needed Attention Customers
13484,239,2.0,13175.169399999999,1,Top/Best Customers
13485,347,1.0,122.5224,0,Lost/Needed Attention Customers
13486,148,3.0,631.3528,1,Top/Best Customers
13487,223,2.0,10207.374000000002,1,Top/Best Customers
13488,230,1.0,313.7758,0,Lost/Needed Attention Customers
13489,218,2.0,7776.890600000001,1,Top/Best Customers
13490,323,1.0,125.9038,0,Lost/Needed Attention Customers
13491,15,3.0,792.4731,1,Top/Best Customers
13492,216,2.0,12660.429800000002,1,Top/Best Customers
13493,279,2.0,108.2016,1,Top/Best Customers
13494,255,1.0,88.3558,0,Lost/Needed Attention Customers
13495,285,2.0,175.5515,1,Top/Best Customers
13496,286,1.0,80.864,0,Lost/Needed Attention Customers
13497,338,1.0,88.3558,0,Lost/Needed Attention Customers
13498,162,1.0,331.7985,0,Lost/Needed Attention Customers
13499,349,1.0,295.013,0,Lost/Needed Attention Customers
13500,69,1.0,88.3558,2,Current Customer
13501,256,1.0,88.3558,0,Lost/Needed Attention Customers
13502,163,1.0,121.5058,0,Lost/Needed Attention Customers
13503,251,2.0,263.841,1,Top/Best Customers
13504,41,2.0,14318.7116,1,Top/Best Customers
13505,183,2.0,489.2389,1,Top/Best Customers
13506,117,1.0,273.9958,2,Current Customer
13507,278,2.0,65.13980000000001,0,Lost/Needed Attention Customers
13508,358,1.0,427.5357,0,Lost/Needed Attention Customers
13509,235,2.0,108.20159999999998,1,Top/Best Customers
13510,360,1.0,208.8008,0,Lost/Needed Attention Customers
13511,43,2.0,14397.130924999998,1,Top/Best Customers
13512,175,1.0,77.339,0,Lost/Needed Attention Customers
13513,55,2.0,11710.9891,1,Top/Best Customers
13514,56,2.0,14397.130924999998,1,Top/Best Customers
13515,32,2.0,14397.130924999998,1,Top/Best Customers
13516,165,2.0,65.13980000000001,1,Top/Best Customers
13517,87,3.0,14397.130924999998,1,Top/Best Customers
13518,46,2.0,4217.650500000001,1,Top/Best Customers
13519,394,2.0,4964.1554,1,Top/Best Customers
13520,336,2.0,10509.919800000001,1,Top/Best Customers
13521,359,2.0,4988.8205,1,Top/Best Customers
13522,217,2.0,66.278,1,Top/Best Customers
13523,216,2.0,145.63920000000002,1,Top/Best Customers
13524,287,2.0,10434.9678,1,Top/Best Customers
13525,253,2.0,14397.130924999998,1,Top/Best Customers
13526,224,2.0,7766.0501,1,Top/Best Customers
13527,198,2.0,10485.254700000001,1,Top/Best Customers
13528,162,2.0,13160.439100000001,1,Top/Best Customers
13529,170,2.0,13530.923500000003,1,Top/Best Customers
13530,136,1.0,617.5182,2,Current Customer
13531,145,1.0,77.339,2,Current Customer
13532,125,1.0,16.0888,2,Current Customer
13533,51,2.0,457.2714,1,Top/Best Customers
13534,57,2.0,285.8859,1,Top/Best Customers
13535,101,2.0,228.5582,1,Top/Best Customers
13536,38,2.0,14397.130924999998,1,Top/Best Customers
13537,37,2.0,14261.2076,1,Top/Best Customers
13538,55,2.0,9103.2442,1,Top/Best Customers
13539,91,2.0,239.67469999999997,1,Top/Best Customers
13540,185,3.0,14397.130924999998,1,Top/Best Customers
13541,212,3.0,14397.130924999998,1,Top/Best Customers
13542,56,2.0,11793.8641,1,Top/Best Customers
13543,35,2.0,14318.7116,1,Top/Best Customers
13544,72,2.0,359.47890000000007,1,Top/Best Customers
13545,47,2.0,9103.2442,1,Top/Best Customers
13546,47,2.0,11710.9891,1,Top/Best Customers
13547,119,2.0,240.7465,1,Top/Best Customers
13548,32,2.0,9103.2442,1,Top/Best Customers
13549,272,1.0,208.8008,0,Lost/Needed Attention Customers
13550,313,1.0,77.339,0,Lost/Needed Attention Customers
13551,89,3.0,10162.3958,1,Top/Best Customers
13552,43,2.0,11725.210299999999,1,Top/Best Customers
13553,71,3.0,8751.8318,1,Top/Best Customers
13554,87,3.0,8835.8338,1,Top/Best Customers
13555,118,3.0,14397.130924999998,1,Top/Best Customers
13556,71,3.0,11706.447400000005,1,Top/Best Customers
13557,186,2.0,10151.966100000001,1,Top/Best Customers
13558,76,3.0,14397.130924999998,1,Top/Best Customers
13559,210,3.0,11757.277399999997,1,Top/Best Customers
13560,157,3.0,12291.103100000002,1,Top/Best Customers
13561,208,2.0,10035.4755,1,Top/Best Customers
13562,207,2.0,4827.8426,1,Top/Best Customers
13563,173,2.0,14397.130924999998,1,Top/Best Customers
13564,55,2.0,14397.130924999998,1,Top/Best Customers
13565,38,2.0,10431.410000000002,1,Top/Best Customers
13566,219,1.0,30.8958,0,Lost/Needed Attention Customers
13567,37,2.0,11768.371600000002,1,Top/Best Customers
13568,344,1.0,265.1558,0,Lost/Needed Attention Customers
13569,242,1.0,162.3357,0,Lost/Needed Attention Customers
13570,31,2.0,14397.130924999998,1,Top/Best Customers
13571,365,1.0,478.91819999999996,0,Lost/Needed Attention Customers
13572,50,2.0,11800.460799999999,1,Top/Best Customers
13573,260,1.0,265.1558,0,Lost/Needed Attention Customers
13574,363,1.0,88.3558,0,Lost/Needed Attention Customers
13575,178,3.5,14397.130924999998,1,Top/Best Customers
13576,221,3.0,14397.130924999998,1,Top/Best Customers
13577,165,3.5,14397.130924999998,1,Top/Best Customers
13578,13,1.0,99.4058,2,Current Customer
13579,71,3.5,14363.961499999998,1,Top/Best Customers
13580,32,3.5,12147.121399999998,1,Top/Best Customers
13581,233,3.0,14397.130924999998,1,Top/Best Customers
13582,153,2.0,238.56969999999998,1,Top/Best Customers
13583,236,3.0,14397.130924999998,1,Top/Best Customers
13584,186,3.0,14397.130924999998,1,Top/Best Customers
13585,193,3.0,14397.130924999998,1,Top/Best Customers
13586,41,2.0,304.86969999999997,1,Top/Best Customers
13587,92,1.0,260.1612,2,Current Customer
13588,73,1.0,33.1058,2,Current Customer
13589,161,1.0,260.1612,0,Lost/Needed Attention Customers
13590,190,3.0,14397.130924999998,1,Top/Best Customers
13591,202,3.0,14397.130924999998,1,Top/Best Customers
13592,170,3.5,14397.130924999998,1,Top/Best Customers
13593,44,1.0,165.6507,2,Current Customer
13594,184,1.0,99.4058,0,Lost/Needed Attention Customers
13595,166,3.5,14397.130924999998,1,Top/Best Customers
13596,352,1.0,11.039,0,Lost/Needed Attention Customers
13597,162,1.0,260.6032,0,Lost/Needed Attention Customers
13598,113,1.0,165.6507,2,Current Customer
13599,120,2.0,153.341,1,Top/Best Customers
13600,209,3.0,14397.130924999998,1,Top/Best Customers
13601,25,1.0,99.4058,2,Current Customer
13602,212,3.0,14397.130924999998,1,Top/Best Customers
13603,232,2.0,444.01140000000004,1,Top/Best Customers
13604,9,2.0,980.798,1,Top/Best Customers
13605,180,3.5,14397.130924999998,1,Top/Best Customers
13606,32,3.5,13111.399900000002,1,Top/Best Customers
13607,50,3.0,10333.728000000001,1,Top/Best Customers
13608,108,1.0,237.2877,2,Current Customer
13609,72,2.0,305.9747,1,Top/Best Customers
13610,313,1.0,99.4058,0,Lost/Needed Attention Customers
13611,23,1.0,128.8872,2,Current Customer
13612,33,2.0,240.74650000000003,2,Current Customer
13613,210,3.0,146.4126,1,Top/Best Customers
13614,104,3.0,243.61939999999998,1,Top/Best Customers
13615,97,3.0,315.8864,1,Top/Best Customers
13616,82,3.0,14397.130924999998,1,Top/Best Customers
13617,8,3.0,286.00719999999995,1,Top/Best Customers
13618,61,3.0,10146.340199999999,1,Top/Best Customers
13619,67,3.0,14397.130924999998,1,Top/Best Customers
13620,76,3.0,14397.130924999998,1,Top/Best Customers
13621,141,3.0,481.537,1,Top/Best Customers
13622,88,3.0,14397.130924999998,1,Top/Best Customers
13623,41,3.0,242.9454,1,Top/Best Customers
13624,20,3.0,197.7288,1,Top/Best Customers
13625,91,3.0,14397.130924999998,1,Top/Best Customers
13626,76,3.0,14397.130924999998,1,Top/Best Customers
13627,69,3.0,414.8945,1,Top/Best Customers
13628,124,3.0,325.721,1,Top/Best Customers
13629,70,3.0,14397.130924999998,1,Top/Best Customers
13630,57,3.0,14397.130924999998,1,Top/Best Customers
13631,38,3.0,14397.130924999998,1,Top/Best Customers
13632,42,3.0,12964.478599999999,1,Top/Best Customers
13633,48,3.0,14397.130924999998,1,Top/Best Customers
13634,35,3.0,611.905,1,Top/Best Customers
13635,33,3.0,449.9784000000001,1,Top/Best Customers
13636,60,3.0,12809.2701,1,Top/Best Customers
13637,37,3.0,14397.130924999998,1,Top/Best Customers
13638,51,3.0,14397.130924999998,1,Top/Best Customers
13639,221,3.0,352.38469999999995,1,Top/Best Customers
13640,83,2.0,193.121,1,Top/Best Customers
13641,235,2.0,579.462,1,Top/Best Customers
13642,258,2.0,121.49479999999998,1,Top/Best Customers
13643,57,3.0,14397.130924999998,1,Top/Best Customers
13644,36,3.0,13050.6686,1,Top/Best Customers
13645,43,3.0,14397.130924999998,1,Top/Best Customers
13646,54,3.0,14397.130924999998,1,Top/Best Customers
13647,38,3.0,12721.9847,1,Top/Best Customers
13648,37,3.0,12687.364999999998,1,Top/Best Customers
13649,44,3.0,14397.130924999998,1,Top/Best Customers
13650,31,3.0,12639.076700000001,1,Top/Best Customers
13651,39,3.0,14397.130924999998,1,Top/Best Customers
13652,265,1.0,68.4438,0,Lost/Needed Attention Customers
13653,237,2.0,12864.9434,1,Top/Best Customers
13654,204,1.0,125.9038,0,Lost/Needed Attention Customers
13655,83,1.0,24.2879,2,Current Customer
13656,198,1.0,125.9038,0,Lost/Needed Attention Customers
13657,236,2.0,13201.600999999999,1,Top/Best Customers
13658,219,2.0,10471.1237,1,Top/Best Customers
13659,237,1.0,218.6574,0,Lost/Needed Attention Customers
13660,167,2.0,14397.130924999998,1,Top/Best Customers
13661,175,2.0,11694.414100000002,1,Top/Best Customers
13662,376,2.0,4265.8774,1,Top/Best Customers
13663,360,1.0,50.4876,0,Lost/Needed Attention Customers
13664,94,2.0,896.1994000000001,1,Top/Best Customers
13665,14,2.0,261.74150000000003,2,Current Customer
13666,54,2.0,9086.2272,1,Top/Best Customers
13667,346,2.0,4221.6774000000005,1,Top/Best Customers
13668,52,3.0,243.61939999999998,1,Top/Best Customers
13669,10,3.0,277.8744,1,Top/Best Customers
13670,57,3.0,367.31309999999996,1,Top/Best Customers
13672,215,1.0,265.1558,0,Lost/Needed Attention Customers
13673,72,1.0,208.8008,2,Current Customer
13674,268,1.0,492.17820000000006,0,Lost/Needed Attention Customers
13675,81,2.0,1078.7122,1,Top/Best Customers
13676,161,2.0,156.25820000000002,1,Top/Best Customers
13677,24,1.0,88.3558,2,Current Customer
13678,159,2.0,9158.4942,1,Top/Best Customers
13679,180,2.0,9158.5164,1,Top/Best Customers
13680,175,2.0,14397.130924999998,1,Top/Best Customers
13681,119,1.0,248.55870000000002,2,Current Customer
13682,229,1.0,50.4876,0,Lost/Needed Attention Customers
13683,107,1.0,298.2507,2,Current Customer
